Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2016-01-28,R5/2016,14.77,14.25,0.71,13.0,16.75,96.0,0
Selic,2016-01-28,R4/2016,14.83,14.25,0.73,13.5,16.75,98.0,0
Selic,2016-01-28,R3/2016,14.79,14.25,0.66,14.0,16.5,98.0,0
Selic,2016-01-28,R2/2016,14.67,14.25,0.52,14.25,16.5,98.0,0
Selic,2016-01-27,R5/2017,13.04,13.0,1.21,11.0,16.0,32.0,0
Selic,2016-01-27,R4/2017,13.35,13.38,1.22,11.0,16.25,66.0,0
Selic,2016-01-27,R3/2017,13.74,13.88,1.16,11.5,16.25,68.0,0
Selic,2016-01-27,R2/2017,14.08,14.25,1.18,9.5,16.25,76.0,0
Selic,2016-01-27,R1/2017,14.24,14.25,1.1,10.0,16.25,76.0,0
Selic,2016-01-27,R8/2016,14.54,14.25,1.02,11.0,16.75,99.0,0
Selic,2016-01-27,R7/2016,14.62,14.25,0.91,12.0,16.75,93.0,0
Selic,2016-01-27,R6/2016,14.75,14.25,0.8,12.5,16.75,93.0,0
Selic,2016-01-27,R5/2016,14.82,14.25,0.73,13.0,16.75,93.0,0
Selic,2016-01-27,R4/2016,14.88,14.75,0.74,13.5,16.75,95.0,0
Selic,2016-01-27,R3/2016,14.83,14.25,0.66,14.0,16.5,95.0,0
Selic,2016-01-27,R2/2016,14.71,14.25,0.52,14.25,16.5,96.0,0
Selic,2016-01-26,R5/2017,13.01,13.0,1.07,11.0,15.5,30.0,0
Selic,2016-01-26,R4/2017,13.37,13.38,1.19,11.0,16.25,66.0,0
Selic,2016-01-26,R3/2017,13.75,13.88,1.13,11.5,16.25,68.0,0
Selic,2016-01-26,R2/2017,14.1,14.25,1.16,9.5,16.25,76.0,0
Selic,2016-01-26,R1/2017,14.26,14.25,1.09,10.0,16.25,76.0,0
Selic,2016-01-26,R8/2016,14.56,14.25,1.01,11.0,16.75,98.0,0
Selic,2016-01-26,R7/2016,14.64,14.25,0.9,12.0,16.75,92.0,0
Selic,2016-01-26,R6/2016,14.77,14.5,0.79,12.5,16.75,92.0,0
Selic,2016-01-26,R5/2016,14.84,14.75,0.73,13.0,16.75,92.0,0
Selic,2016-01-26,R4/2016,14.9,14.75,0.74,13.5,16.75,94.0,0
Selic,2016-01-26,R3/2016,14.86,14.75,0.65,14.0,16.5,94.0,0
Selic,2016-01-26,R2/2016,14.74,14.5,0.52,14.25,16.5,95.0,0
Selic,2016-01-25,R5/2017,13.0,13.0,1.09,11.0,15.5,28.0,0
Selic,2016-01-25,R4/2017,13.41,13.5,1.23,11.0,16.25,65.0,0
Selic,2016-01-25,R3/2017,13.8,14.0,1.17,11.5,16.25,67.0,0
Selic,2016-01-25,R2/2017,14.15,14.25,1.18,9.5,16.25,75.0,0
Selic,2016-01-25,R1/2017,14.31,14.25,1.1,10.0,16.25,75.0,0
Selic,2016-01-25,R8/2016,14.6,14.25,1.01,11.0,16.75,97.0,0
Selic,2016-01-25,R7/2016,14.69,14.25,0.89,12.0,16.75,91.0,0
Selic,2016-01-25,R6/2016,14.81,14.75,0.78,12.5,16.75,91.0,0
Selic,2016-01-25,R5/2016,14.88,15.0,0.73,13.0,16.75,91.0,0
Selic,2016-01-25,R4/2016,14.95,15.25,0.75,13.5,16.75,93.0,0
Selic,2016-01-25,R3/2016,14.9,15.0,0.66,14.0,16.5,93.0,0
Selic,2016-01-25,R2/2016,14.76,14.75,0.52,14.25,16.5,94.0,0
Selic,2016-01-22,R5/2017,13.01,13.0,1.11,11.0,15.5,27.0,0
Selic,2016-01-22,R4/2017,13.44,13.75,1.23,11.0,16.25,67.0,0
Selic,2016-01-22,R3/2017,13.83,14.0,1.18,11.5,16.25,69.0,0
Selic,2016-01-22,R2/2017,14.18,14.25,1.18,9.5,16.25,77.0,0
Selic,2016-01-22,R1/2017,14.35,14.25,1.11,10.0,16.25,77.0,0
Selic,2016-01-22,R8/2016,14.66,14.64,1.02,11.0,16.75,101.0,0
Selic,2016-01-22,R7/2016,14.75,14.75,0.91,12.0,16.75,95.0,0
Selic,2016-01-22,R6/2016,14.87,15.0,0.8,12.5,16.75,95.0,0
Selic,2016-01-22,R5/2016,14.94,15.25,0.75,13.0,16.75,95.0,0
Selic,2016-01-22,R4/2016,15.0,15.25,0.76,13.5,16.75,97.0,0
Selic,2016-01-22,R3/2016,14.95,15.25,0.67,14.0,16.5,97.0,0
Selic,2016-01-22,R2/2016,14.79,15.0,0.52,14.25,16.5,98.0,0
Selic,2016-01-21,R5/2017,13.0,13.0,1.16,11.0,15.5,19.0,0
Selic,2016-01-21,R4/2017,13.45,13.63,1.22,11.0,16.25,66.0,0
Selic,2016-01-21,R3/2017,13.9,14.0,1.18,11.5,16.25,68.0,0
Selic,2016-01-21,R2/2017,14.31,14.25,1.19,9.5,16.25,75.0,0
Selic,2016-01-21,R1/2017,14.48,14.5,1.11,10.0,16.25,75.0,0
Selic,2016-01-21,R8/2016,14.83,15.25,1.0,11.0,16.75,99.0,0
Selic,2016-01-21,R7/2016,14.92,15.25,0.9,12.0,16.75,93.0,0
Selic,2016-01-21,R6/2016,15.04,15.25,0.8,12.5,16.75,93.0,0
Selic,2016-01-21,R5/2016,15.1,15.25,0.74,13.0,16.75,93.0,0
Selic,2016-01-21,R4/2016,15.16,15.25,0.74,13.5,16.75,95.0,0
Selic,2016-01-21,R3/2016,15.1,15.25,0.65,14.0,16.5,95.0,0
Selic,2016-01-21,R2/2016,14.91,15.25,0.49,14.25,16.5,96.0,0
Selic,2016-01-20,R4/2017,13.55,13.5,1.23,11.0,16.25,64.0,0
Selic,2016-01-20,R3/2017,14.08,14.0,1.18,11.5,16.25,67.0,0
Selic,2016-01-20,R2/2017,14.55,14.75,1.18,9.5,16.5,75.0,0
Selic,2016-01-20,R1/2017,14.75,14.75,1.08,10.0,16.5,75.0,0
Selic,2016-01-20,R8/2016,15.07,15.25,0.94,11.0,16.75,99.0,0
Selic,2016-01-20,R7/2016,15.21,15.25,0.8,12.0,16.75,93.0,0
Selic,2016-01-20,R6/2016,15.31,15.5,0.74,12.0,16.75,93.0,0
Selic,2016-01-20,R5/2016,15.38,15.5,0.67,12.0,16.75,93.0,0
Selic,2016-01-20,R4/2016,15.43,15.5,0.64,12.5,16.75,95.0,0
Selic,2016-01-20,R3/2016,15.36,15.5,0.53,13.0,16.5,95.0,0
Selic,2016-01-20,R2/2016,15.11,15.25,0.4,13.25,16.5,96.0,0
Selic,2016-01-20,R1/2016,14.69,14.75,0.22,14.25,15.75,97.0,0
Selic,2016-01-19,R4/2017,13.55,13.5,1.23,11.0,16.25,64.0,0
Selic,2016-01-19,R3/2017,14.07,14.0,1.18,11.5,16.25,67.0,0
Selic,2016-01-19,R2/2017,14.55,14.75,1.17,9.5,16.5,75.0,0
Selic,2016-01-19,R1/2017,14.75,14.75,1.08,10.0,16.5,75.0,0
Selic,2016-01-19,R8/2016,15.08,15.25,0.95,11.0,16.75,99.0,0
Selic,2016-01-19,R7/2016,15.23,15.25,0.81,12.0,16.75,93.0,0
Selic,2016-01-19,R6/2016,15.33,15.5,0.75,12.0,16.75,93.0,0
Selic,2016-01-19,R5/2016,15.4,15.5,0.68,12.0,16.75,93.0,0
Selic,2016-01-19,R4/2016,15.45,15.5,0.65,12.5,16.75,95.0,0
Selic,2016-01-19,R3/2016,15.38,15.5,0.53,13.0,16.5,95.0,0
Selic,2016-01-19,R2/2016,15.13,15.25,0.4,13.25,16.5,96.0,0
Selic,2016-01-19,R1/2016,14.7,14.75,0.21,14.25,15.75,97.0,0
Selic,2016-01-18,R4/2017,13.58,13.5,1.23,11.0,16.25,63.0,0
Selic,2016-01-18,R3/2017,14.1,14.0,1.16,11.5,16.25,66.0,0
Selic,2016-01-18,R2/2017,14.56,14.75,1.17,9.5,16.5,74.0,0
Selic,2016-01-18,R1/2017,14.76,14.75,1.08,10.0,16.5,74.0,0
Selic,2016-01-18,R8/2016,15.11,15.25,0.95,11.0,16.75,98.0,0
Selic,2016-01-18,R7/2016,15.25,15.25,0.8,12.0,16.75,92.0,0
Selic,2016-01-18,R6/2016,15.35,15.5,0.74,12.0,16.75,92.0,0
Selic,2016-01-18,R5/2016,15.42,15.5,0.67,12.0,16.75,92.0,0
Selic,2016-01-18,R4/2016,15.47,15.5,0.63,12.5,16.75,94.0,0
Selic,2016-01-18,R3/2016,15.39,15.5,0.52,13.0,16.5,94.0,0
Selic,2016-01-18,R2/2016,15.14,15.25,0.39,13.25,16.5,95.0,0
Selic,2016-01-18,R1/2016,14.71,14.75,0.21,14.25,15.75,96.0,0
Selic,2016-01-15,R4/2017,13.56,13.5,1.22,11.0,16.25,61.0,0
Selic,2016-01-15,R3/2017,14.08,14.0,1.17,11.5,16.25,64.0,0
Selic,2016-01-15,R2/2017,14.55,14.75,1.18,9.5,16.5,72.0,0
Selic,2016-01-15,R1/2017,14.75,14.75,1.09,10.0,16.5,72.0,0
Selic,2016-01-15,R8/2016,15.1,15.25,0.96,11.0,16.75,94.0,0
Selic,2016-01-15,R7/2016,15.25,15.25,0.82,12.0,16.75,88.0,0
Selic,2016-01-15,R6/2016,15.35,15.5,0.76,12.0,16.75,88.0,0
Selic,2016-01-15,R5/2016,15.41,15.5,0.69,12.0,16.75,88.0,0
Selic,2016-01-15,R4/2016,15.47,15.5,0.65,12.5,16.75,90.0,0
Selic,2016-01-15,R3/2016,15.39,15.5,0.53,13.0,16.5,90.0,0
Selic,2016-01-15,R2/2016,15.14,15.25,0.4,13.25,16.5,90.0,0
Selic,2016-01-15,R1/2016,14.71,14.75,0.21,14.25,15.75,91.0,0
Selic,2016-01-14,R4/2017,13.56,13.5,1.24,11.0,16.25,59.0,0
Selic,2016-01-14,R3/2017,14.08,14.0,1.2,11.5,16.25,62.0,0
Selic,2016-01-14,R2/2017,14.51,14.75,1.22,9.5,16.5,71.0,0
Selic,2016-01-14,R1/2017,14.71,14.75,1.12,10.0,16.5,71.0,0
Selic,2016-01-14,R8/2016,15.08,15.25,0.99,11.0,16.75,93.0,0
Selic,2016-01-14,R7/2016,15.23,15.25,0.85,12.0,16.75,87.0,0
Selic,2016-01-14,R6/2016,15.33,15.5,0.79,12.0,16.75,87.0,0
Selic,2016-01-14,R5/2016,15.4,15.5,0.71,12.0,16.75,87.0,0
Selic,2016-01-14,R4/2016,15.46,15.5,0.67,12.5,16.75,89.0,0
Selic,2016-01-14,R3/2016,15.38,15.5,0.55,13.0,16.5,89.0,0
Selic,2016-01-14,R2/2016,15.12,15.25,0.41,13.25,16.5,89.0,0
Selic,2016-01-14,R1/2016,14.7,14.75,0.22,14.25,15.75,90.0,0
Selic,2016-01-13,R4/2017,13.55,13.5,1.23,11.0,16.25,60.0,0
Selic,2016-01-13,R3/2017,14.08,14.0,1.19,11.5,16.25,63.0,0
Selic,2016-01-13,R2/2017,14.52,14.75,1.21,9.5,16.5,72.0,0
Selic,2016-01-13,R1/2017,14.72,14.75,1.12,10.0,16.5,72.0,0
Selic,2016-01-13,R8/2016,15.08,15.25,0.98,11.0,16.75,94.0,0
Selic,2016-01-13,R7/2016,15.23,15.25,0.84,12.0,16.75,89.0,0
Selic,2016-01-13,R6/2016,15.33,15.5,0.78,12.0,16.75,89.0,0
Selic,2016-01-13,R5/2016,15.39,15.5,0.71,12.0,16.75,89.0,0
Selic,2016-01-13,R4/2016,15.45,15.5,0.67,12.5,16.75,91.0,0
Selic,2016-01-13,R3/2016,15.37,15.5,0.55,13.0,16.5,91.0,0
Selic,2016-01-13,R2/2016,15.12,15.25,0.41,13.25,16.5,91.0,0
Selic,2016-01-13,R1/2016,14.7,14.75,0.22,14.25,15.75,92.0,0
Selic,2016-01-12,R4/2017,13.56,13.5,1.24,11.0,16.25,59.0,0
Selic,2016-01-12,R3/2017,14.04,14.0,1.23,11.5,16.25,63.0,0
Selic,2016-01-12,R2/2017,14.47,14.75,1.29,9.5,16.5,72.0,0
Selic,2016-01-12,R1/2017,14.68,14.75,1.21,10.0,16.5,72.0,0
Selic,2016-01-12,R8/2016,15.09,15.25,1.02,11.0,16.75,93.0,0
Selic,2016-01-12,R7/2016,15.24,15.5,0.88,12.0,16.75,88.0,0
Selic,2016-01-12,R6/2016,15.33,15.5,0.82,12.0,16.75,88.0,0
Selic,2016-01-12,R5/2016,15.38,15.5,0.74,12.0,16.75,88.0,0
Selic,2016-01-12,R4/2016,15.44,15.5,0.68,12.5,16.75,90.0,0
Selic,2016-01-12,R3/2016,15.36,15.5,0.56,13.0,16.5,90.0,0
Selic,2016-01-12,R2/2016,15.1,15.25,0.42,13.25,16.5,90.0,0
Selic,2016-01-12,R1/2016,14.69,14.75,0.23,14.25,15.75,91.0,0
Selic,2016-01-11,R4/2017,13.6,13.75,1.26,11.0,16.25,56.0,0
Selic,2016-01-11,R3/2017,14.06,14.0,1.25,11.5,16.25,60.0,0
Selic,2016-01-11,R2/2017,14.46,14.75,1.31,9.5,16.5,69.0,0
Selic,2016-01-11,R1/2017,14.67,14.75,1.23,10.0,16.5,69.0,0
Selic,2016-01-11,R8/2016,15.09,15.25,1.03,11.0,16.75,88.0,0
Selic,2016-01-11,R7/2016,15.24,15.5,0.9,12.0,16.75,84.0,0
Selic,2016-01-11,R6/2016,15.33,15.5,0.83,12.0,16.75,84.0,0
Selic,2016-01-11,R5/2016,15.38,15.5,0.76,12.0,16.75,84.0,0
Selic,2016-01-11,R4/2016,15.43,15.5,0.71,12.5,16.75,86.0,0
Selic,2016-01-11,R3/2016,15.35,15.5,0.58,13.0,16.5,86.0,0
Selic,2016-01-11,R2/2016,15.08,15.25,0.44,13.25,16.5,86.0,0
Selic,2016-01-11,R1/2016,14.68,14.75,0.24,14.25,15.75,87.0,0
Selic,2016-01-08,R4/2017,13.61,13.75,1.23,11.0,16.25,58.0,0
Selic,2016-01-08,R3/2017,14.09,14.0,1.2,11.5,16.25,62.0,0
Selic,2016-01-08,R2/2017,14.58,14.75,1.15,11.5,16.5,70.0,0
Selic,2016-01-08,R1/2017,14.79,15.0,1.09,11.75,16.5,70.0,0
Selic,2016-01-08,R8/2016,15.15,15.25,0.96,12.25,16.75,91.0,0
Selic,2016-01-08,R7/2016,15.3,15.5,0.84,12.75,16.75,87.0,0
Selic,2016-01-08,R6/2016,15.37,15.5,0.82,12.0,16.75,87.0,0
Selic,2016-01-08,R5/2016,15.41,15.5,0.76,12.0,16.75,87.0,0
Selic,2016-01-08,R4/2016,15.45,15.5,0.7,12.5,16.75,89.0,0
Selic,2016-01-08,R3/2016,15.34,15.5,0.56,13.0,16.25,89.0,0
Selic,2016-01-08,R2/2016,15.07,15.25,0.41,13.25,15.75,89.0,0
Selic,2016-01-08,R1/2016,14.67,14.75,0.21,14.25,15.25,90.0,0
Selic,2016-01-07,R4/2017,13.5,13.25,1.27,11.0,16.25,60.0,0
Selic,2016-01-07,R3/2017,14.01,13.88,1.21,11.5,16.25,64.0,0
Selic,2016-01-07,R2/2017,14.53,14.75,1.15,11.5,16.5,72.0,0
Selic,2016-01-07,R1/2017,14.75,15.0,1.1,11.75,16.5,72.0,0
Selic,2016-01-07,R8/2016,15.12,15.25,0.98,12.25,16.75,93.0,0
Selic,2016-01-07,R7/2016,15.26,15.5,0.87,12.75,16.75,89.0,0
Selic,2016-01-07,R6/2016,15.33,15.5,0.85,12.0,16.75,89.0,0
Selic,2016-01-07,R5/2016,15.38,15.5,0.79,12.0,16.75,89.0,0
Selic,2016-01-07,R4/2016,15.41,15.5,0.72,12.5,16.75,91.0,0
Selic,2016-01-07,R3/2016,15.31,15.5,0.59,13.0,16.25,91.0,0
Selic,2016-01-07,R2/2016,15.04,15.25,0.43,13.25,15.75,91.0,0
Selic,2016-01-07,R1/2016,14.65,14.75,0.22,14.25,15.25,92.0,0
Selic,2016-01-06,R4/2017,13.52,13.25,1.26,11.0,16.25,60.0,0
Selic,2016-01-06,R3/2017,14.02,13.88,1.2,11.5,16.25,64.0,0
Selic,2016-01-06,R2/2017,14.55,14.75,1.13,11.5,16.5,72.0,0
Selic,2016-01-06,R1/2017,14.78,15.0,1.05,11.75,16.5,73.0,0
Selic,2016-01-06,R8/2016,15.14,15.25,0.94,12.25,16.75,94.0,0
Selic,2016-01-06,R7/2016,15.29,15.5,0.83,12.75,16.75,89.0,0
Selic,2016-01-06,R6/2016,15.36,15.5,0.82,12.0,16.75,89.0,0
Selic,2016-01-06,R5/2016,15.4,15.5,0.77,12.0,16.75,89.0,0
Selic,2016-01-06,R4/2016,15.43,15.5,0.71,12.5,16.75,91.0,0
Selic,2016-01-06,R3/2016,15.33,15.5,0.58,13.0,16.25,91.0,0
Selic,2016-01-06,R2/2016,15.05,15.25,0.42,13.25,15.75,91.0,0
Selic,2016-01-06,R1/2016,14.66,14.75,0.22,14.25,15.25,92.0,0
Selic,2016-01-05,R4/2017,13.52,13.25,1.26,11.0,16.25,60.0,0
Selic,2016-01-05,R3/2017,14.02,13.88,1.2,11.5,16.25,64.0,0
Selic,2016-01-05,R2/2017,14.55,14.75,1.13,11.5,16.5,72.0,0
Selic,2016-01-05,R1/2017,14.78,15.0,1.05,11.75,16.5,73.0,0
Selic,2016-01-05,R8/2016,15.14,15.25,0.94,12.25,16.75,94.0,0
Selic,2016-01-05,R7/2016,15.29,15.5,0.83,12.75,16.75,89.0,0
Selic,2016-01-05,R6/2016,15.36,15.5,0.82,12.0,16.75,89.0,0
Selic,2016-01-05,R5/2016,15.4,15.5,0.77,12.0,16.75,89.0,0
Selic,2016-01-05,R4/2016,15.43,15.5,0.71,12.5,16.75,91.0,0
Selic,2016-01-05,R3/2016,15.32,15.5,0.58,13.0,16.25,91.0,0
Selic,2016-01-05,R2/2016,15.04,15.25,0.42,13.25,15.75,91.0,0
Selic,2016-01-05,R1/2016,14.65,14.75,0.22,14.25,15.25,92.0,0
Selic,2016-01-04,R4/2017,13.51,13.25,1.26,11.0,16.25,60.0,0
Selic,2016-01-04,R3/2017,14.02,13.75,1.2,11.5,16.25,64.0,0
Selic,2016-01-04,R2/2017,14.54,14.63,1.13,11.5,16.5,72.0,0
Selic,2016-01-04,R1/2017,14.76,14.75,1.05,11.75,16.5,73.0,0
Selic,2016-01-04,R8/2016,15.13,15.25,0.94,12.25,16.75,94.0,0
Selic,2016-01-04,R7/2016,15.28,15.5,0.83,12.75,16.75,89.0,0
Selic,2016-01-04,R6/2016,15.36,15.5,0.82,12.0,16.75,89.0,0
Selic,2016-01-04,R5/2016,15.4,15.5,0.77,12.0,16.75,89.0,0
Selic,2016-01-04,R4/2016,15.43,15.5,0.71,12.5,16.75,91.0,0
Selic,2016-01-04,R3/2016,15.32,15.5,0.58,13.0,16.25,91.0,0
Selic,2016-01-04,R2/2016,15.04,15.25,0.42,13.25,15.75,91.0,0
Selic,2016-01-04,R1/2016,14.65,14.75,0.22,14.25,15.25,92.0,0
Selic,2015-12-31,R4/2017,13.5,13.25,1.27,11.0,16.25,60.0,0
Selic,2015-12-31,R3/2017,13.94,13.75,1.24,11.5,16.25,66.0,0
Selic,2015-12-31,R2/2017,14.41,14.5,1.21,11.5,16.5,72.0,0
Selic,2015-12-31,R1/2017,14.65,14.75,1.13,11.75,16.5,73.0,0
Selic,2015-12-31,R8/2016,15.04,15.25,1.0,12.25,16.75,94.0,0
Selic,2015-12-31,R7/2016,15.23,15.38,0.87,12.75,16.75,90.0,0
Selic,2015-12-31,R6/2016,15.32,15.5,0.84,12.0,16.75,90.0,0
Selic,2015-12-31,R5/2016,15.37,15.5,0.79,12.0,16.75,90.0,0
Selic,2015-12-31,R4/2016,15.4,15.5,0.72,12.5,16.75,91.0,0
Selic,2015-12-31,R3/2016,15.29,15.5,0.6,13.0,16.25,91.0,0
Selic,2015-12-31,R2/2016,15.01,15.25,0.43,13.25,15.75,91.0,0
Selic,2015-12-31,R1/2016,14.63,14.75,0.22,14.25,15.25,92.0,0
Selic,2015-12-30,R4/2017,13.5,13.25,1.27,11.0,16.25,60.0,0
Selic,2015-12-30,R3/2017,13.94,13.75,1.24,11.5,16.25,66.0,0
Selic,2015-12-30,R2/2017,14.41,14.5,1.21,11.5,16.5,72.0,0
Selic,2015-12-30,R1/2017,14.65,14.75,1.13,11.75,16.5,73.0,0
Selic,2015-12-30,R8/2016,15.04,15.25,1.0,12.25,16.75,95.0,0
Selic,2015-12-30,R7/2016,15.23,15.38,0.87,12.75,16.75,90.0,0
Selic,2015-12-30,R6/2016,15.32,15.5,0.84,12.0,16.75,90.0,0
Selic,2015-12-30,R5/2016,15.37,15.5,0.79,12.0,16.75,90.0,0
Selic,2015-12-30,R4/2016,15.4,15.5,0.72,12.5,16.75,92.0,0
Selic,2015-12-30,R3/2016,15.29,15.5,0.59,13.0,16.25,92.0,0
Selic,2015-12-30,R2/2016,15.01,15.25,0.43,13.25,15.75,92.0,0
Selic,2015-12-30,R1/2016,14.62,14.75,0.22,14.25,15.25,93.0,0
Selic,2015-12-29,R4/2017,13.42,13.0,1.3,11.0,16.25,59.0,0
Selic,2015-12-29,R3/2017,13.85,13.75,1.26,11.5,16.25,64.0,0
Selic,2015-12-29,R2/2017,14.29,14.25,1.24,11.5,16.5,71.0,0
Selic,2015-12-29,R1/2017,14.52,14.75,1.18,11.75,16.5,72.0,0
Selic,2015-12-29,R8/2016,14.94,15.25,1.07,12.25,16.75,94.0,0
Selic,2015-12-29,R7/2016,15.11,15.25,0.94,12.75,16.75,88.0,0
Selic,2015-12-29,R6/2016,15.22,15.5,0.89,12.0,16.75,88.0,0
Selic,2015-12-29,R5/2016,15.28,15.5,0.83,12.0,16.75,88.0,0
Selic,2015-12-29,R4/2016,15.32,15.5,0.75,12.5,16.75,90.0,0
Selic,2015-12-29,R3/2016,15.22,15.5,0.63,13.0,16.25,90.0,0
Selic,2015-12-29,R2/2016,14.96,15.25,0.46,13.25,15.75,90.0,0
Selic,2015-12-29,R1/2016,14.61,14.75,0.23,14.25,15.25,91.0,0
Selic,2015-12-28,R4/2017,13.35,13.0,1.29,10.0,16.25,58.0,0
Selic,2015-12-28,R3/2017,13.8,13.75,1.26,10.5,16.25,64.0,0
Selic,2015-12-28,R2/2017,14.27,14.25,1.25,11.5,16.5,71.0,0
Selic,2015-12-28,R1/2017,14.5,14.75,1.19,11.75,16.5,72.0,0
Selic,2015-12-28,R8/2016,14.92,15.25,1.08,12.25,16.75,94.0,0
Selic,2015-12-28,R7/2016,15.09,15.25,0.96,12.75,16.75,88.0,0
Selic,2015-12-28,R6/2016,15.2,15.5,0.9,12.0,16.75,88.0,0
Selic,2015-12-28,R5/2016,15.26,15.5,0.83,12.0,16.75,88.0,0
Selic,2015-12-28,R4/2016,15.3,15.5,0.75,12.5,16.75,90.0,0
Selic,2015-12-28,R3/2016,15.2,15.5,0.64,13.0,16.25,90.0,0
Selic,2015-12-28,R2/2016,14.94,15.25,0.47,13.25,15.75,90.0,0
Selic,2015-12-28,R1/2016,14.6,14.75,0.23,14.25,15.25,91.0,0
Selic,2015-12-24,R4/2017,13.29,13.0,1.31,10.0,16.25,56.0,0
Selic,2015-12-24,R3/2017,13.78,13.75,1.26,10.5,16.25,63.0,0
Selic,2015-12-24,R2/2017,14.21,14.25,1.26,11.5,16.5,72.0,0
Selic,2015-12-24,R1/2017,14.44,14.75,1.2,11.75,16.5,73.0,0
Selic,2015-12-24,R8/2016,14.87,15.25,1.1,12.25,16.75,95.0,0
Selic,2015-12-24,R7/2016,15.03,15.25,0.98,12.75,16.75,89.0,0
Selic,2015-12-24,R6/2016,15.13,15.25,0.92,12.0,16.75,89.0,0
Selic,2015-12-24,R5/2016,15.2,15.5,0.86,12.0,16.75,89.0,0
Selic,2015-12-24,R4/2016,15.24,15.5,0.78,12.5,16.75,91.0,0
Selic,2015-12-24,R3/2016,15.14,15.25,0.66,13.0,16.25,91.0,0
Selic,2015-12-24,R2/2016,14.9,15.25,0.48,13.25,15.75,91.0,0
Selic,2015-12-24,R1/2016,14.58,14.75,0.24,14.25,15.25,92.0,0
Selic,2015-12-23,R4/2017,13.29,13.0,1.31,10.0,16.25,56.0,0
Selic,2015-12-23,R3/2017,13.78,13.75,1.26,10.5,16.25,63.0,0
Selic,2015-12-23,R2/2017,14.21,14.25,1.26,11.5,16.5,72.0,0
Selic,2015-12-23,R1/2017,14.44,14.75,1.2,11.75,16.5,73.0,0
Selic,2015-12-23,R8/2016,14.87,15.25,1.1,12.25,16.75,95.0,0
Selic,2015-12-23,R7/2016,15.03,15.25,0.98,12.75,16.75,89.0,0
Selic,2015-12-23,R6/2016,15.13,15.25,0.92,12.0,16.75,89.0,0
Selic,2015-12-23,R5/2016,15.2,15.5,0.86,12.0,16.75,89.0,0
Selic,2015-12-23,R4/2016,15.24,15.5,0.78,12.5,16.75,91.0,0
Selic,2015-12-23,R3/2016,15.14,15.25,0.66,13.0,16.25,91.0,0
Selic,2015-12-23,R2/2016,14.9,15.25,0.48,13.25,15.75,91.0,0
Selic,2015-12-23,R1/2016,14.58,14.75,0.24,14.25,15.25,92.0,0
Selic,2015-12-22,R4/2017,13.27,13.0,1.38,10.0,16.25,56.0,0
Selic,2015-12-22,R3/2017,13.74,13.75,1.32,10.5,16.25,63.0,0
Selic,2015-12-22,R2/2017,14.2,14.25,1.27,11.5,16.5,71.0,0
Selic,2015-12-22,R1/2017,14.43,14.75,1.2,12.0,16.5,72.0,0
Selic,2015-12-22,R8/2016,14.82,15.25,1.09,12.25,16.75,93.0,0
Selic,2015-12-22,R7/2016,14.98,15.25,0.98,12.75,16.75,87.0,0
Selic,2015-12-22,R6/2016,15.09,15.25,0.93,12.0,16.75,87.0,0
Selic,2015-12-22,R5/2016,15.16,15.25,0.88,12.0,16.75,87.0,0
Selic,2015-12-22,R4/2016,15.19,15.25,0.81,12.5,16.75,89.0,0
Selic,2015-12-22,R3/2016,15.09,15.25,0.67,13.0,16.25,89.0,0
Selic,2015-12-22,R2/2016,14.86,15.25,0.49,13.25,15.75,89.0,0
Selic,2015-12-22,R1/2016,14.55,14.75,0.25,14.25,15.25,91.0,0
Selic,2015-12-21,R4/2017,13.26,13.0,1.39,10.0,16.25,55.0,0
Selic,2015-12-21,R3/2017,13.74,13.75,1.33,10.5,16.25,62.0,0
Selic,2015-12-21,R2/2017,14.19,14.25,1.29,11.5,16.5,70.0,0
Selic,2015-12-21,R1/2017,14.42,14.75,1.22,12.0,16.5,71.0,0
Selic,2015-12-21,R8/2016,14.8,15.25,1.11,12.25,16.75,91.0,0
Selic,2015-12-21,R7/2016,14.96,15.25,1.0,12.75,16.75,85.0,0
Selic,2015-12-21,R6/2016,15.07,15.25,0.95,12.0,16.75,85.0,0
Selic,2015-12-21,R5/2016,15.14,15.25,0.89,12.0,16.75,85.0,0
Selic,2015-12-21,R4/2016,15.18,15.25,0.82,12.5,16.75,87.0,0
Selic,2015-12-21,R3/2016,15.07,15.25,0.68,13.0,16.25,87.0,0
Selic,2015-12-21,R2/2016,14.84,15.25,0.5,13.25,15.75,87.0,0
Selic,2015-12-21,R1/2016,14.54,14.75,0.25,14.25,15.25,89.0,0
Selic,2015-12-18,R4/2017,13.26,13.0,1.39,10.0,16.25,55.0,0
Selic,2015-12-18,R3/2017,13.71,13.75,1.34,10.5,16.25,63.0,0
Selic,2015-12-18,R2/2017,14.13,14.25,1.3,11.5,16.5,74.0,0
Selic,2015-12-18,R1/2017,14.35,14.25,1.25,11.75,16.5,75.0,0
Selic,2015-12-18,R8/2016,14.68,14.75,1.2,11.25,16.75,98.0,0
Selic,2015-12-18,R7/2016,14.83,15.25,1.1,11.5,16.75,92.0,0
Selic,2015-12-18,R6/2016,14.97,15.25,0.99,11.75,16.75,92.0,0
Selic,2015-12-18,R5/2016,15.05,15.25,0.91,12.0,16.75,92.0,0
